,ST_NM,ST_CEN_CD,DT_CEN_CD,DISTRICT,DISTRICT_2,ST_NM_2,ST_CEN_CD_,DT_CEN_CD_,censuscode,T J_STNM01,T J_DISTRI,join_code,T J_Name01,T J_Pop01,T J_DIST_1,T J_CM11,T J_Name11,T J_Code11,T J_Pop11,divide_01
0,Andhra Pradesh,28,01,Adilabad,Adilabad,Andhra Pradesh,28,1,532,Andhra Pradesh,Adilabad,28_1,District - Adilabad 01,2488003.0,Adilabad,28_1,Adilabad,28_532,2741239,1.0
1,Uttar Pradesh,09,15,Agra,Agra,Uttar Pradesh,9,15,146,Uttar Pradesh,Agra,9_15,District - Agra 15,3620436.0,Agra,9_15,Agra,9_146,4418797,1.0
2,Gujarat,24,07,Ahmadabad,Ahmadabad,Gujarat,24,7,474,Gujarat,Ahmadabad,24_7,District - Ahmadabad 07,5816519.0,Ahmadabad,24_7,Ahmadabad,24_474,7214225,1.0
3,Maharashtra,27,26,Ahmadnagar,Ahmadnagar,Maharashtra,27,26,522,Maharashtra,Ahmadnagar,27_26,District - Ahmadnagar 26,4040642.0,Ahmadnagar,27_26,Ahmadnagar,27_522,4543159,1.0
4,Mizoram,15,03,Aizawl,Aizawl,Mizoram,15,3,283,Mizoram,Aizawl,15_3,District - Aizawl 03,325676.0,Aizawl,15_3,Aizawl,15_283,400309,1.0
5,Rajasthan,08,21,Ajmer,Ajmer,Rajasthan,8,21,119,Rajasthan,Ajmer,8_21,District - Ajmer 21,2181670.0,Ajmer,8_21,Ajmer,8_119,2583052,1.0
6,Maharashtra,27,05,Akola,Akola,Maharashtra,27,5,501,Maharashtra,Akola,27_5,District - Akola 05,1630239.0,Akola,27_5,Akola,27_501,1813906,1.0
7,Kerala,32,11,Alappuzha,Alappuzha,Kerala,32,11,598,Kerala,Alappuzha,32_11,District - Alappuzha 11,2109160.0,Alappuzha,32_11,Alappuzha,32_598,2127789,1.0
8,Uttar Pradesh,09,12,Aligarh,Aligarh,Uttar Pradesh,9,12,143,Uttar Pradesh,Aligarh,9_12,District - Aligarh 12,2992286.0,Aligarh,9_12,Aligarh,9_143,3673889,1.0
9,Madhya Pradesh,23,24,Jhabua,Alirajpur,Madhya Pradesh,23,48,465,Madhya Pradesh,Jhabua,23_24,District - Jhabua 24,697280.5,Alirajpur,23_48,Alirajpur,23_465,728999,0.5
10,Uttar Pradesh,09,45,Allahabad,Allahabad,Uttar Pradesh,9,44,175,Uttar Pradesh,Allahabad,9_45,District - Allahabad 45,4936105.0,Allahabad,9_44,Allahabad,9_175,5954391,1.0
11,Uttarakhand,05,09,Almora,Almora,Uttarakhand,5,9,64,Uttarakhand,Almora,5_9,District - Almora 09,630567.0,Almora,5_9,Almora,5_64,622506,1.0
12,Rajasthan,08,06,Alwar,Alwar,Rajasthan,8,6,104,Rajasthan,Alwar,8_6,District - Alwar 06,2992592.0,Alwar,8_6,Alwar,8_104,3674179,1.0
13,Haryana,06,02,Ambala,Ambala,Haryana,6,2,70,Haryana,Ambala,6_2,District - Ambala 02,1014411.0,Ambala,6_2,Ambala,6_70,1128350,1.0
14,Uttar Pradesh,09,48,Ambedkar Nagar,Ambedkar Nagar,Uttar Pradesh,9,47,178,Uttar Pradesh,Ambedkar Nagar,9_48,District - Ambedkar Nagar * 48,2026876.0,Ambedkar Nagar,9_47,Ambedkar Nagar,9_178,2397888,1.0
15,Maharashtra,27,07,Amravati,Amravati,Maharashtra,27,7,503,Maharashtra,Amravati,27_7,District - Amravati 07,2607160.0,Amravati,27_7,Amravati,27_503,2888445,1.0
16,Gujarat,24,13,Amreli,Amreli,Gujarat,24,13,480,Gujarat,Amreli,24_13,District - Amreli 13,1393918.0,Amreli,24_13,Amreli,24_480,1514190,1.0
17,Punjab,03,02,Amritsar,Amritsar,Punjab,3,15,49,Punjab,Amritsar,3_2,District - Amritsar 02,1548038.5,Amritsar,3_15,Amritsar,3_49,2490656,0.5
18,Gujarat,24,15,Anand,Anand,Gujarat,24,15,482,Gujarat,Anand,24_15,District - Anand * 15,1856872.0,Anand,24_15,Anand,24_482,2092745,1.0
19,Andhra Pradesh,28,22,Anantapur,Anantapur,Andhra Pradesh,28,22,553,Andhra Pradesh,Anantapur,28_22,District - Anantapur 22,3640478.0,Anantapur,28_22,Anantapur,28_553,4081148,1.0
20,Jammu and Kashmir,01,06,Anantnag,Anantnag,Jammu & Kashmir,1,14,14,Jammu and Kashmir,Anantnag,1_6,District - Anantnag 06,586217.0,Anantnag,1_14,Anantnag,1_14,1078692,0.5
21,Arunanchal Pradesh,12,11,Lohit,Anjaw,Arunanchal Pradesh,12,16,260,Arunanchal Pradesh,Lohit,12_11,District - Lohit 11,71763.5,Anjaw,12_16,Anjaw,12_260,21167,0.5
22,Orissa,21,15,Anugul,Anugul,Odisha,21,15,384,Orissa,Anugul,21_15,District - Anugul * 15,1140003.0,Anugul,21_15,Anugul,21_384,1273821,1.0
23,Madhya Pradesh,23,16,Shahdol,Anuppur,Madhya Pradesh,23,44,461,Madhya Pradesh,Shahdol,23_16,District - Shahdol 16,787651.5,Anuppur,23_44,Anuppur,23_461,749237,0.5
24,Bihar,10,07,Araria,Araria,Bihar,10,7,209,Bihar,Araria,10_7,District - Araria 07,2158608.0,Araria,10_7,Araria,10_209,2811569,1.0
25,Tamil Nadu,33,17,Ariyalur,Ariyalur,Tamil Nadu,33,15,616,Tamil Nadu,Ariyalur,33_17,District - Ariyalur * 17,695524.0,Ariyalur,33_15,Ariyalur,33_616,754894,1.0
26,Madhya Pradesh,23,07,Guna,Ashoknagar,Madhya Pradesh,23,42,459,Madhya Pradesh,Guna,23_7,District - Guna 07,833383.5,Ashoknagar,23_42,Ashoknagar,23_459,845071,0.5
27,Uttar Pradesh,09,32,Auraiya,Auraiya,Uttar Pradesh,9,31,162,Uttar Pradesh,Auraiya,9_32,District - Auraiya * 32,1179993.0,Auraiya,9_31,Auraiya,9_162,1379545,1.0
28,Bihar,10,34,Aurangabad,Aurangabad,Bihar,10,33,235,Bihar,Aurangabad,10_34,District - Aurangabad 34,2013055.0,Aurangabad,10_33,Aurangabad,10_235,2540073,1.0
29,Maharashtra,27,19,Aurangabad,Aurangabad,Maharashtra,27,19,515,Maharashtra,Aurangabad,27_19,District - Aurangabad 19,2897013.0,Aurangabad,27_19,Aurangabad,10_235,2540073,1.0
30,Uttar Pradesh,09,61,Azamgarh,Azamgarh,Uttar Pradesh,9,60,191,Uttar Pradesh,Azamgarh,9_61,District - Azamgarh 61,3939916.0,Azamgarh,9_60,Azamgarh,9_191,4613913,1.0
31,Jammu and Kashmir,01,04,Badgam,Badgam,Jammu & Kashmir,1,2,2,Jammu and Kashmir,Badgam,1_4,District - Badgam 04,629309.0,Badgam,1_2,Badgam,1_2,753745,1.0
32,Karnataka,29,02,Bagalkot,Bagalkot,Karnataka,29,2,556,Karnataka,Bagalkot,29_2,District - Bagalkot * 02,1651892.0,Bagalkot,29_2,Bagalkot,29_556,1889752,1.0
33,Uttarakhand,05,08,Bageshwar,Bageshwar,Uttarakhand,5,8,63,Uttarakhand,Bageshwar,5_8,District - Bageshwar 08,249462.0,Bageshwar,5_8,Bageshwar,5_63,259898,1.0
34,Uttar Pradesh,09,08,Baghpat,Baghpat,Uttar Pradesh,9,8,139,Uttar Pradesh,Baghpat,9_8,District - Baghpat * 08,1163991.0,Baghpat,9_8,Baghpat,9_139,1303048,1.0
35,Uttar Pradesh,09,50,Bahraich,Bahraich,Uttar Pradesh,9,49,180,Uttar Pradesh,Bahraich,9_50,District - Bahraich 50,2381072.0,Bahraich,9_49,Bahraich,9_180,3487731,1.0
36,Assam,18,07,Nalbari,Baksa,Assam,18,25,324,Assam,Nalbari,18_7,District - Nalbari 07,574412.0,Baksa,18_25,Baksa,18_324,950075,0.5
37,Madhya Pradesh,23,45,Balaghat,Balaghat,Madhya Pradesh,23,40,457,Madhya Pradesh,Balaghat,23_45,District - Balaghat 45,1497968.0,Balaghat,23_40,Balaghat,23_457,1701698,1.0
38,Orissa,21,24,Balangir,Balangir,Odisha,21,24,393,Orissa,Balangir,21_24,District - Balangir 24,1337194.0,Balangir,21_24,Balangir,21_393,1648997,1.0
39,Orissa,21,08,Baleshwar,Baleshwar,Odisha,21,8,377,Orissa,Baleshwar,21_8,District - Baleshwar 08,2024508.0,Baleshwar,21_8,Baleshwar,21_377,2320529,1.0
40,Uttar Pradesh,09,63,Ballia,Ballia,Uttar Pradesh,9,62,193,Uttar Pradesh,Ballia,9_63,District - Ballia 63,2761620.0,Ballia,9_62,Ballia,9_193,3239774,1.0
41,Uttar Pradesh,09,52,Balrampur,Balrampur,Uttar Pradesh,9,51,182,Uttar Pradesh,Balrampur,9_52,District - Balrampur * 52,1682350.0,Balrampur,9_51,Balrampur,9_182,2148665,1.0
42,Gujarat,24,02,Banas Kantha,Banas Kantha,Gujarat,24,2,469,Gujarat,Banas Kantha,24_2,District - Banas Kantha 02,2504244.0,Banas Kantha,24_2,Banas Kantha,24_469,3120506,1.0
43,Uttar Pradesh,09,40,Banda,Banda,Uttar Pradesh,9,39,170,Uttar Pradesh,Banda,9_40,District - Banda 40,1537334.0,Banda,9_39,Banda,9_170,1799410,1.0
44,Jammu and Kashmir,01,02,Baramula,Bandipore,Jammu & Kashmir,1,9,9,Jammu and Kashmir,Baramula,1_2,District - Baramula 02,584890.0,Bandipore,1_9,Bandipore,1_9,392232,0.5
45,Karnataka,29,21,Bangalore Rural,Bangalore Rural,Karnataka,29,29,583,Karnataka,Bangalore Rural,29_21,District - Bangalore Rural 21,940757.0,Bangalore Rural,29_29,Bangalore Rural,29_583,990923,0.5
46,Karnataka,29,20,Bangalore,Bangalore,Karnataka,29,18,572,Karnataka,Bangalore,29_20,District - Bangalore 20,6537124.0,Bangalore,29_18,Bangalore,29_572,9621551,1.0
47,Bihar,10,23,Banka,Banka,Bihar,10,23,225,Bihar,Banka,10_23,District - Banka * 23,1608773.0,Banka,10_23,Banka,10_225,2034763,1.0
48,West Bengal,19,13,Bankura,Bankura,West Bengal,19,13,339,West Bengal,Bankura,19_13,District - Bankura 13,3192695.0,Bankura,19_13,Bankura,19_339,3596674,1.0
49,Rajasthan,08,28,Banswara,Banswara,Rajasthan,8,27,125,Rajasthan,Banswara,8_28,District - Banswara 28,1501589.0,Banswara,8_27,Banswara,8_125,1797485,1.0
50,Uttar Pradesh,09,46,Barabanki,Bara Banki,Uttar Pradesh,9,45,176,Uttar Pradesh,Barabanki,9_46,District - Barabanki 46,2673581.0,Bara Banki,9_45,Bara Banki,9_176,3260699,1.0
51,Orissa,21,01,Bargarh,Bargarh,Odisha,21,1,370,Orissa,Bargarh,21_1,District - Bargarh * 01,1346336.0,Bargarh,21_1,Bargarh,21_370,1481255,1.0
52,Jammu and Kashmir,01,02,Baramula,Baramula,Jammu & Kashmir,1,8,8,Jammu and Kashmir,Baramula,1_2,District - Baramula 02,584890.0,Baramula,1_8,Baramula,1_8,1008039,0.5
53,Rajasthan,08,31,Baran,Baran,Rajasthan,8,30,128,Rajasthan,Baran,8_31,District - Baran * 31,1021653.0,Baran,8_30,Baran,8_128,1222755,1.0
54,West Bengal,19,09,Barddhaman,Barddhaman,West Bengal,19,9,335,West Bengal,Barddhaman,19_9,District - Barddhaman 09,6895514.0,Barddhaman,19_9,Barddhaman,19_335,7717563,1.0
55,Uttar Pradesh,09,20,Bareilly,Bareilly,Uttar Pradesh,9,19,150,Uttar Pradesh,Bareilly,9_20,District - Bareilly 20,3618589.0,Bareilly,9_19,Bareilly,9_150,4448359,1.0
56,Rajasthan,08,17,Barmer,Barmer,Rajasthan,8,17,115,Rajasthan,Barmer,8_17,District - Barmer 17,1964835.0,Barmer,8_17,Barmer,8_115,2603751,1.0
57,Punjab,03,16,Sangrur,Barnala,Punjab,3,20,54,Punjab,Sangrur,3_16,District - Sangrur 16,1000086.5,Barnala,3_20,Barnala,3_54,595527,0.5
58,Assam,18,05,Barpeta,Barpeta,Assam,18,4,303,Assam,Barpeta,18_5,District - Barpeta 05,1647201.0,Barpeta,18_4,Barpeta,18_303,1693622,1.0
59,Madhya Pradesh,23,28,Barwani,Barwani,Madhya Pradesh,23,24,441,Madhya Pradesh,Barwani,23_28,District - Barwani * 28,1081441.0,Barwani,23_24,Barwani,23_441,1385881,1.0
60,Chhattisgarh,22,15,Bastar,Bastar,Chhattisgarh,22,15,414,Chhattisgarh,Bastar,22_15,District - Bastar 15,653336.5,Bastar,22_15,Bastar,22_414,1413199,0.5
61,Uttar Pradesh,09,55,Basti,Basti,Uttar Pradesh,9,54,185,Uttar Pradesh,Basti,9_55,District - Basti 55,2084814.0,Basti,9_54,Basti,9_185,2464464,1.0
62,Punjab,03,14,Bathinda,Bathinda,Punjab,3,12,46,Punjab,Bathinda,3_14,District - Bathinda 14,1183295.0,Bathinda,3_12,Bathinda,3_46,1388525,1.0
63,Orissa,21,22,Baudh,Bauda,Odisha,21,22,391,Orissa,Baudh,21_22,District - Baudh * 22,373372.0,Bauda,21_22,Bauda,21_391,441162,1.0
64,Bihar,10,20,Begusarai,Begusarai,Bihar,10,20,222,Bihar,Begusarai,10_20,District - Begusarai 20,2349366.0,Begusarai,10_20,Begusarai,10_222,2970541,1.0
65,Karnataka,29,01,Belgaum,Belgaum,Karnataka,29,1,555,Karnataka,Belgaum,29_1,District - Belgaum 01,4214505.0,Belgaum,29_1,Belgaum,29_555,4779661,1.0
66,Karnataka,29,12,Bellary,Bellary,Karnataka,29,11,565,Karnataka,Bellary,29_12,District - Bellary 12,2027140.0,Bellary,29_11,Bellary,29_565,2452595,1.0
67,Madhya Pradesh,23,35,Betul,Betul,Madhya Pradesh,23,30,447,Madhya Pradesh,Betul,23_35,District - Betul 35,1395175.0,Betul,23_30,Betul,23_447,1575362,1.0
68,Orissa,21,09,Bhadrak,Bhadrak,Odisha,21,9,378,Orissa,Bhadrak,21_9,District - Bhadrak * 09,1333749.0,Bhadrak,21_9,Bhadrak,21_378,1506337,1.0
69,Bihar,10,22,Bhagalpur,Bhagalpur,Bihar,10,22,224,Bihar,Bhagalpur,10_22,District - Bhagalpur 22,2423172.0,Bhagalpur,10_22,Bhagalpur,10_224,3037766,1.0
70,Maharashtra,27,10,Bhandara,Bhandara,Maharashtra,27,10,506,Maharashtra,Bhandara,27_10,District - Bhandara 10,1136146.0,Bhandara,27_10,Bhandara,27_506,1200334,1.0
71,Rajasthan,08,07,Bharatpur,Bharatpur,Rajasthan,8,7,105,Rajasthan,Bharatpur,8_7,District - Bharatpur 07,2101142.0,Bharatpur,8_7,Bharatpur,8_105,2548462,1.0
72,Gujarat,24,21,Bharuch,Bharuch,Gujarat,24,21,488,Gujarat,Bharuch,24_21,District - Bharuch 21,1370656.0,Bharuch,24_21,Bharuch,24_488,1551019,1.0
73,Gujarat,24,14,Bhavnagar,Bhavnagar,Gujarat,24,14,481,Gujarat,Bhavnagar,24_14,District - Bhavnagar 14,2469630.0,Bhavnagar,24_14,Bhavnagar,24_481,2880365,1.0
74,Rajasthan,08,24,Bhilwara,Bhilwara,Rajasthan,8,24,122,Rajasthan,Bhilwara,8_24,District - Bhilwara 24,2013789.0,Bhilwara,8_24,Bhilwara,8_122,2408523,1.0
75,Madhya Pradesh,23,03,Bhind,Bhind,Madhya Pradesh,23,3,420,Madhya Pradesh,Bhind,23_3,District - Bhind 03,1428559.0,Bhind,23_3,Bhind,23_420,1703005,1.0
76,Haryana,06,13,Bhiwani,Bhiwani,Haryana,6,13,81,Haryana,Bhiwani,6_13,District - Bhiwani 13,1425022.0,Bhiwani,6_13,Bhiwani,6_81,1634445,1.0
77,Bihar,10,29,Bhojpur,Bhojpur,Bihar,10,29,231,Bihar,Bhojpur,10_29,District - Bhojpur 29,2243144.0,Bhojpur,10_29,Bhojpur,10_231,2728407,1.0
78,Madhya Pradesh,23,32,Bhopal,Bhopal,Madhya Pradesh,23,27,444,Madhya Pradesh,Bhopal,23_32,District - Bhopal 32,1843510.0,Bhopal,23_27,Bhopal,23_444,2371061,1.0
79,Maharashtra,27,27,Bid,Bid,Maharashtra,27,27,523,Maharashtra,Bid,27_27,District - Bid 27,2161250.0,Bid,27_27,Bid,27_523,2585049,1.0
80,Karnataka,29,05,Bidar,Bidar,Karnataka,29,4,558,Karnataka,Bidar,29_5,District - Bidar 05,1502373.0,Bidar,29_4,Bidar,29_558,1703300,1.0
81,Chhattisgarh,22,16,Dantewada,Bijapur,Chhattisgarh,22,18,417,Chhattisgarh,Dantewada,22_16,District - Dantewada * 16,359743.5,Bijapur,22_18,Bijapur,22_417,255230,0.5
82,Karnataka,29,03,Bijapur,Bijapur,Karnataka,29,3,557,Karnataka,Bijapur,29_3,District - Bijapur 03,1806918.0,Bijapur,29_3,Bijapur,22_417,255230,1.0
83,Uttar Pradesh,09,03,Bijnor,Bijnor,Uttar Pradesh,9,3,134,Uttar Pradesh,Bijnor,9_3,District - Bijnor 03,3131619.0,Bijnor,9_3,Bijnor,9_134,3682713,1.0
84,Rajasthan,08,03,Bikaner,Bikaner,Rajasthan,8,3,101,Rajasthan,Bikaner,8_3,District - Bikaner 03,1674271.0,Bikaner,8_3,Bikaner,8_101,2363937,1.0
85,Chhattisgarh,22,07,Bilaspur,Bilaspur,Chhattisgarh,22,7,406,Chhattisgarh,Bilaspur,22_7,District - Bilaspur 07,1998355.0,Bilaspur,22_7,Bilaspur,2_30,381956,1.0
86,Himachal Pradesh,02,08,Bilaspur,Bilaspur,Himachal Pradesh,2,8,30,Himachal Pradesh,Bilaspur,2_8,District - Bilaspur 08,340885.0,Bilaspur,2_8,Bilaspur,2_30,381956,1.0
87,West Bengal,19,08,Birbhum,Birbhum,West Bengal,19,8,334,West Bengal,Birbhum,19_8,District - Birbhum 08,3015422.0,Birbhum,19_8,Birbhum,19_334,3502404,1.0
88,Manipur,14,04,Bishnupur,Bishnupur,Manipur,14,4,275,Manipur,Bishnupur,14_4,District - Bishnupur 04,208368.0,Bishnupur,14_4,Bishnupur,14_275,237399,1.0
89,Jharkhand,20,13,Bokaro,Bokaro,Jharkhand,20,10,355,Jharkhand,Bokaro,20_13,District - Bokaro * 13,1777662.0,Bokaro,20_10,Bokaro,20_355,2062330,1.0
90,Assam,18,04,Bongaigaon,Bongaigaon,Assam,18,20,319,Assam,Bongaigaon,18_4,District - Bongaigaon 04,904835.0,Bongaigaon,18_20,Bongaigaon,18_319,738804,1.0
91,Uttar Pradesh,09,19,Budaun,Budaun,Uttar Pradesh,9,18,149,Uttar Pradesh,Budaun,9_19,District - Budaun 19,3069426.0,Budaun,9_18,Budaun,9_149,3681896,1.0
92,Uttar Pradesh,09,11,Bulandshahr,Bulandshahr,Uttar Pradesh,9,11,142,Uttar Pradesh,Bulandshahr,9_11,District - Bulandshahr 11,2913122.0,Bulandshahr,9_11,Bulandshahr,9_142,3499171,1.0
93,Maharashtra,27,04,Buldana,Buldana,Maharashtra,27,4,500,Maharashtra,Buldana,27_4,District - Buldana 04,2232480.0,Buldana,27_4,Buldana,27_500,2586258,1.0
94,Rajasthan,08,23,Bundi,Bundi,Rajasthan,8,23,121,Rajasthan,Bundi,8_23,District - Bundi 23,962620.0,Bundi,8_23,Bundi,8_121,1110906,1.0
95,Madhya Pradesh,23,29,East Nimar,Burhanpur,Madhya Pradesh,23,50,467,Madhya Pradesh,East Nimar,23_29,District - East Nimar 29,856567.0,Burhanpur,23_50,Burhanpur,23_467,757847,0.5
96,Bihar,10,30,Buxar,Buxar,Bihar,10,30,232,Bihar,Buxar,10_30,District - Buxar * 30,1402396.0,Buxar,10_30,Buxar,10_232,1706352,1.0
97,Assam,18,21,Cachar,Cachar,Assam,18,17,316,Assam,Cachar,18_21,District - Cachar 21,1444921.0,Cachar,18_17,Cachar,18_316,1736617,1.0
98,Delhi  & NCR,07,06,Central,Central,NCT of Delhi,7,6,95,Delhi  & NCR,Central,7_6,District - Central * 06,646385.0,Central,7_6,Central,7_95,582320,1.0
99,Himachal Pradesh,02,01,Chamba,Chamba,Himachal Pradesh,2,1,23,Himachal Pradesh,Chamba,2_1,District - Chamba 01,460887.0,Chamba,2_1,Chamba,2_23,519080,1.0
100,Uttarakhand,05,02,Chamoli,Chamoli,Uttarakhand,5,2,57,Uttarakhand,Chamoli,5_2,District - Chamoli 02,370359.0,Chamoli,5_2,Chamoli,5_57,391605,1.0
101,Uttarakhand,05,10,Champawat,Champawat,Uttarakhand,5,10,65,Uttarakhand,Champawat,5_10,District - Champawat 10,224542.0,Champawat,5_10,Champawat,5_65,259648,1.0
102,Mizoram,15,04,Champhai,Champhai,Mizoram,15,4,284,Mizoram,Champhai,15_4,District - Champhai * 04,108392.0,Champhai,15_4,Champhai,15_284,125745,1.0
103,Karnataka,29,27,Chamarajanagar,Chamrajnagar,Karnataka,29,24,578,Karnataka,Chamarajanagar,29_27,District - Chamarajanagar * 27,965462.0,Chamrajnagar,29_24,Chamrajnagar,29_578,1020791,1.0
104,Uttar Pradesh,09,66,Chandauli,Chandauli,Uttar Pradesh,9,65,196,Uttar Pradesh,Chandauli,9_66,District - Chandauli * 66,1643251.0,Chandauli,9_65,Chandauli,9_196,1952756,1.0
